Transaction Number,Day,Actual Cost,Predicted Cost,Squared Error
646,33,965.2446873,965.7706048,0.276589261
647,33,956.3094961,953.3253524,8.905113987
648,33,956.558176,957.8324447,1.623760788
649,33,966.8710969,970.6017668,13.91789805
650,33,961.4762419,947.804,186.9301987
651,33,942.2292716,959.5047534,298.4422696
652,33,947.1785423,945.8142511,1.861290222
653,33,950.9460574,963.1802967,149.6766125
654,33,944.5727227,961.7445552,294.871831
655,33,957.0919016,972.1823147,227.7205684
656,33,939.9846676,958.1210029,328.9266578
657,33,938.1794069,940.8531454,7.148877788
658,33,935.267185,957.1907633,480.6432874
659,33,941.3661323,959.0251672,311.8415134
660,33,950.7536347,970.7718986,400.7308926
661,34,953.3765939,943.3884666,99.76268601
662,34,969.3565272,955.6897104,186.7818826
663,34,945.0533017,969.9306087,618.8804056
664,34,954.2268959,960.5804543,40.36770507
665,34,948.6943386,948.564701,0.016805922
666,34,956.5950368,941.3484215,232.4592776
667,34,947.8073932,968.9656099,447.6701323
668,34,960.4520677,953.2511451,51.8532859
669,34,935.1880617,972.6120839,1400.557441
670,34,941.3121182,963.4304113,489.218892
671,34,954.1150765,943.6003555,110.559358
672,34,940.8855463,960.294735,376.7166072
673,34,946.7310691,963.3622013,276.5945594
674,34,945.7104887,966.0872804,415.21364
675,34,965.0730346,947.5426238,307.315303
676,34,929.6943156,970.3405662,1652.117688
677,34,943.5761842,959.5943651,256.5821208
678,34,948.4275658,940.4659044,63.38805266
679,34,945.3328675,973.2455134,779.1158016
680,34,950.0481659,952.9526023,8.435750416
681,35,956.288114,966.8960252,112.52778
682,35,935.0050418,958.9085158,571.3760704
683,35,974.6070113,960.8324063,189.739741
684,35,950.9489711,980.3567591,864.8179951
685,35,953.7080476,975.7786686,487.1123108
686,35,961.7204732,993.6101622,1016.952265
687,35,945.7684891,964.5834089,354.0012057
688,35,944.2949689,949.7292715,29.53164403
689,35,941.8949243,939.7318141,4.679045758
690,35,933.0533119,947.323912,203.6500256
691,35,936.3485805,966.0201717,880.4033262
692,35,955.2689771,950.7830573,20.12347679
693,35,966.7394827,974.3941786,58.59436891
694,35,942.4951817,959.5484104,290.812606
695,35,957.7302784,958.4971996,0.588168133
696,35,957.0332945,972.7600871,247.3320044
697,35,959.4039564,969.6950385,105.9063707
698,35,942.510056,957.019567,210.5259111
699,35,947.2303851,959.7907563,157.7629239
700,35,951.7101362,970.4473707,351.0839588
701,36,942.994763,944.9605872,3.864464961
702,36,953.077113,961.0986164,64.34451596
703,36,941.7198889,951.2509847,90.8417872
704,36,956.3619876,972.0397087,245.7909383
705,36,947.8384039,961.3047176,181.3416021
706,36,937.8731622,961.3936866,553.2150663
707,36,955.181387,975.8398919,426.7738276
708,36,950.9538612,949.972008,0.964035798
709,36,957.8655474,959.0362026,1.370433662
710,36,957.9435442,963.6680163,32.76958123
711,36,954.1029026,956.4081041,5.313953952
712,36,974.5718925,950.1322524,597.2960077
713,36,939.6069082,982.9684258,1880.221203
714,36,954.2133704,970.2351742,256.6981979
715,36,948.6778865,964.525359,251.1423844
716,36,954.1415828,971.5095463,301.646155
717,36,946.9902985,972.0263923,626.8059923
718,36,957.5928923,972.9901887,237.0767372
719,36,940.6529829,961.1302437,419.3182082
720,36,938.3368518,957.3608983,361.9143444
721,37,965.4698014,961.4397749,16.24111398
722,37,946.0042021,952.571648,43.13134574
723,37,951.8967549,972.9887283,444.8713409
724,37,950.8444868,954.1290063,10.78806823
725,37,936.7545835,967.8654855,967.8882256
726,37,918.8208209,965.9383727,2220.063683
727,37,958.60412,977.4935317,356.8098765
728,37,944.9087452,960.3830748,239.4548779
729,37,945.1997508,962.8323487,310.90851
730,37,951.5031218,970.2022863,349.6587535
731,37,929.8077206,952.3972432,510.2865321
732,37,937.3542966,956.790604,377.7700463
733,37,935.751913,957.0954705,455.5474467
734,37,962.1417321,957.6167795,20.47519552
735,37,954.8726382,969.2490848,206.6822167
736,37,945.8751876,963.7561642,319.7293269
737,37,923.8344224,974.4840264,2565.382393
738,37,949.8384981,973.4961007,559.682161
739,37,945.6640543,974.9638306,858.4768947
740,37,945.895028,965.8879629,399.7174487
741,38,940.2022055,987.5306399,2239.980698
742,38,963.0205702,959.921322,9.605339764
743,38,952.8541884,953.6035761,0.561581913
744,38,945.5316864,958.6746762,172.7381794
745,38,962.4715809,971.6272769,83.82676978
746,38,939.7254726,959.2111031,379.6897938
747,38,948.4067462,976.2778126,776.7963412
748,38,936.2945662,975.0137488,1499.175104
749,38,932.0187096,952.5199403,420.3004603
750,38,937.262496,969.6898765,1051.535006
751,38,963.9758366,961.2886459,7.220993523
752,38,960.2785943,964.9212937,21.55465787
753,38,956.3869171,951.1301309,27.63380147
754,38,951.0961707,959.0174023,62.74591009
755,38,955.3183745,962.083013,45.76033422
756,38,949.1350174,967.9457035,353.8419101
757,38,952.5781642,974.1788269,466.5886279
758,38,932.0304883,975.3940038,1880.394476
759,38,930.8437971,972.1791357,1708.610214
760,38,944.7851907,963.9632082,367.7963555
761,39,962.1423912,961.7338817,0.166880002
762,39,950.1708802,967.2579765,291.9688594
763,39,952.8634938,955.6634962,7.840013058
764,39,947.4263741,950.247484,7.958661059
765,39,957.9555674,970.1412236,148.4902178
766,39,957.3510686,951.3455077,36.06676198
767,39,935.7786834,959.2144235,549.2339122
768,39,942.8268868,968.9824649,684.1142646
769,39,965.6686754,970.2650779,21.12691618
770,39,935.1463404,965.1013065,897.2999969
771,39,940.8251169,983.9677341,1861.285423
772,39,949.6005198,957.7368507,66.19988102
773,39,938.0683197,967.2011584,848.722288
774,39,964.1640116,953.7228367,109.0181338
775,39,937.1234075,976.2151191,1528.161911
776,39,938.5287083,943.268525,22.46586222
777,39,961.4231392,960.3624795,1.124999166
778,39,949.4749378,962.8124372,177.8888889
779,39,948.9342655,960.2026729,126.9770063
780,39,957.129947,950.3658098,45.75355238
781,40,949.4689312,968.535539,363.53553
782,40,947.1341485,957.4567296,106.555681
783,40,955.0973183,976.9984633,479.6601507
784,40,970.2994809,956.8036561,182.1372876
785,40,945.276267,961.8382542,274.299418
786,40,956.2330285,972.892081,277.5240271
787,40,957.1811076,957.8366531,0.429739983
788,40,944.7848263,944.5780177,0.042769813
789,40,943.9921446,950.0258592,36.40571108
790,40,962.271685,956.0831159,38.29838777
791,40,944.4860973,952.046702,57.16274318
792,40,966.4342776,952.5359278,193.1641274
793,40,984.0556431,944.4844544,1565.878981
794,40,943.2492827,975.6185748,1047.771072
795,40,941.220707,962.2785569,443.4330412
796,40,942.4606806,973.2871685,950.2723528
797,40,948.123448,938.6328578,90.07130161
798,40,942.1098114,954.6673705,157.6922905
799,40,954.98322,944.2893475,114.3589093
800,40,957.2404633,954.5208878,7.396090554
801,41,937.150496,970.6851548,1124.573341
802,41,949.7584405,969.2104693,378.3814232
803,41,948.9422215,951.0095908,4.274015836
804,41,953.4801326,969.5477159,258.1672337
805,41,981.9515867,962.4555566,380.0951884
806,41,952.4579307,963.0694321,112.603962
807,41,948.3939929,957.0609478,75.11610678
808,41,933.7302123,958.8277478,629.88629
809,41,942.2311098,959.9119191,312.6110189
810,41,950.3810375,947.6473628,7.472977289
811,41,943.6631253,967.482802,567.376995
812,41,965.1178973,942.4758595,512.6618755
813,41,965.949176,944.4774305,461.0358569
814,41,940.7659174,949.913172,83.6722663
815,41,954.4090098,957.3675161,8.75275974
816,41,949.2704201,945.9806814,10.82238061
817,41,948.8426713,960.9716788,147.1128221
818,41,952.7595635,966.438207,187.105287
819,41,935.3653479,957.3422874,482.98587
820,41,943.11722,940.2777517,8.06258023
821,42,952.6422151,958.7464684,37.26190895
822,42,951.2449292,959.8406526,73.88645946
823,42,953.3103639,982.6320334,859.7603009
824,42,959.6013416,954.7635165,23.40455112
825,42,936.9005128,970.2102069,1109.535719
826,42,959.9792715,959.0061785,0.946910007
827,42,935.6704125,958.7449507,532.4343149
828,42,944.5860853,960.3847988,249.5993476
829,42,951.8327292,945.2633011,43.15738567
830,42,916.7824305,952.8880958,1303.619068
831,42,954.0535754,967.5119329,181.1273861
832,42,944.4603091,975.030155,934.5154767
833,42,928.1044301,957.8146182,882.6952802
834,42,950.9909579,962.9465837,142.936987
835,42,941.1783638,945.8245404,21.58695711
836,42,933.8135016,956.2164576,501.8924396
837,42,965.3296997,970.9770791,31.89289313
838,42,944.0098183,976.3151939,1043.637296
839,42,968.0254187,982.3748047,205.9048788
840,42,960.2328505,956.0219435,17.7317381
841,43,941.4559693,968.9660485,756.8044591
842,43,951.114794,966.7571838,244.6843577
843,43,945.2458329,969.1325239,570.5740083
844,43,950.0054728,975.8627007,668.5962385
845,43,950.0229028,965.0824248,226.7892029
846,43,947.380262,965.3266349,322.0723016
847,43,944.0423605,942.0305502,4.047380841
848,43,956.3443101,960.2806019,15.49439353
849,43,939.8466032,962.6544066,520.1958978
850,43,939.657053,973.9676229,1177.215209
851,43,945.2209102,948.5067604,10.79681151
852,43,946.8094857,932.2579605,211.7468836
853,43,960.4747295,959.7989951,0.456616896
854,43,962.5269918,964.5301968,4.01283022
855,43,949.0138423,965.0640319,257.608588
856,43,957.3187268,956.0125554,1.706083753
857,43,945.5887127,970.2732738,609.3275572
858,43,952.4238501,960.2763826,61.66226618
859,43,944.7272454,966.5436075,475.9536527
860,43,951.9621556,968.7190063,280.7920454
861,44,956.2673614,962.439026,38.08944482
862,44,956.80936,943.6539053,173.0659867
863,44,959.0559056,967.5111454,71.49107901
864,44,957.4469232,974.2199515,281.3344787
865,44,970.3155286,929.5141947,1664.74885
866,44,965.594185,969.255385,13.40438608
867,44,944.9689166,971.5930626,708.8451531
868,44,961.3446765,973.368424,144.5705018
869,44,955.2490834,965.011029,95.29558323
870,44,945.1494014,952.9777895,61.2836606
871,44,966.8962234,948.5052935,338.2263053
872,44,946.3914817,949.8438167,11.91861697
873,44,957.5969462,960.2193777,6.877146611
874,44,954.0139948,961.3125266,53.2685655
875,44,932.0863764,968.0296504,1291.918942
876,44,942.0163598,946.2165568,17.64165476
877,44,931.3037892,957.0941608,665.1432666
878,44,950.0208191,958.3733329,69.76448752
879,44,943.2315176,968.9463558,661.2529017
880,44,965.6409985,955.1801608,109.4291269
881,45,950.4499817,954.4708331,16.16724581
882,45,956.0205293,955.5742837,0.199135139
883,45,960.4678025,955.9579599,20.33867988
884,45,941.3874527,951.6577541,105.479092
885,45,964.8502101,957.7275168,50.73275975
886,45,962.7311508,967.4594552,22.35686265
887,45,955.1174084,975.076716,398.3739617
888,45,948.9643776,964.2556211,233.8221275
889,45,971.8152288,964.6750959,50.98149818
890,45,958.4365074,959.7410414,1.701808954
891,45,944.3613587,972.0680269,767.6594648
892,45,934.2527608,960.0355683,664.7531608
893,45,944.5941371,967.4555111,522.6424194
894,45,950.5988365,964.5740478,195.3065314
895,45,935.3966416,963.5866204,794.6749054
896,45,941.7334927,955.2756393,183.3897349
897,45,956.2863394,957.2564534,0.941121171
898,45,957.7138608,955.7780774,3.747257292
899,45,956.369765,953.7565769,6.828752182
900,45,944.2940278,966.08906,475.0234285
901,46,938.2240038,960.291485,486.9737256
902,46,959.5206503,964.0792138,20.78050119
903,46,941.6669073,966.1754639,600.6693465
904,46,948.4764722,990.1950754,1740.441853
905,46,967.2189586,967.2674303,0.002349503
906,46,964.6887845,993.8056989,847.794706
907,46,957.250432,964.1537241,47.6554414
908,46,945.4351183,965.5048663,402.7947871
909,46,960.8467902,971.1075614,105.2834253
910,46,951.0996071,964.6200069,182.8012108
911,46,943.2568599,975.2978025,1026.622003
912,46,954.9753917,970.1115709,229.1039223
913,46,944.756889,972.4420762,766.4695908
914,46,962.62872,986.070428,549.5136761
915,46,960.5492589,963.3974356,8.112110347
916,46,942.359886,958.2166517,251.4370189
917,46,947.4573109,974.1153781,710.6525472
918,46,948.928263,973.2195197,590.0651528
919,46,962.5278479,957.1931524,28.45897617
920,46,952.8684318,956.3565126,12.16670706
921,47,961.4057785,966.3425253,24.37146902
922,47,957.7756681,960.7987123,9.13879647
923,47,934.7714912,973.8912368,1530.354503
924,47,951.0205383,962.6198983,134.5451533
925,47,940.8798665,961.3854973,420.4808936
926,47,943.9787366,956.2800093,151.32131
927,47,956.4905443,957.5208549,1.061539765
928,47,944.1820431,971.1050301,724.8472278
929,47,946.3541108,975.410576,844.2781704
930,47,963.8305817,968.1234069,18.42834832
931,47,965.5174452,956.6747457,78.1933349
932,47,943.3219791,968.1685586,617.3525143
933,47,949.9167603,961.0603298,124.1791408
934,47,937.705993,943.8877352,38.21393636
935,47,964.7178195,972.5573467,61.45818674
936,47,957.3021655,963.8849837,43.33349457
937,47,944.4441433,957.7715862,177.6207347
938,47,971.262633,965.6031376,32.02988794
939,47,956.4210167,954.7987555,2.631731284
940,47,935.2973628,950.929394,244.3603978
941,48,950.9589023,970.9925481,401.3469642
942,48,964.1201921,981.8972783,316.0247922
943,48,947.6512222,968.2565584,424.5798806
944,48,955.1908055,970.0592569,221.0708479
945,48,953.0873553,953.9697957,0.778701041
946,48,945.4336739,971.1795659,662.8509529
947,48,956.0460603,975.1321304,364.2780715
948,48,965.4824682,982.709407,296.7674185
949,48,947.1094235,961.6028395,210.0591085
950,48,951.0093314,953.5990045,6.706407057
951,48,947.3998483,969.0564178,469.0070018
952,48,958.0106687,978.9950132,440.3427177
953,48,976.0400363,958.0369577,324.1108413
954,48,959.7134192,961.9772933,5.125125805
955,48,948.4613342,961.649492,173.9275051
956,48,947.5098343,958.2582166,115.5277218
957,48,954.979961,969.3611936,206.8198512
958,48,947.3636945,960.0121001,159.9821646
959,48,941.6852111,972.1673275,929.1594229
960,48,954.6439205,955.5084712,0.74744791
961,49,956.623702,972.6515228,256.8910394
962,49,981.4705342,946.1425437,1248.066911
963,49,955.4393932,966.838901,129.9487778
964,49,946.9068407,955.8595884,80.15169133
965,49,934.8151151,969.3889522,1195.350214
966,49,945.1229378,974.2072109,845.8949383
967,49,961.4820976,967.1841918,32.51387801
968,49,940.4278469,955.3826359,223.6457138
969,49,959.670909,977.6109762,321.8460103
970,49,962.7130826,962.7662653,0.002828397
971,49,941.0178892,951.6551962,113.1523004
972,49,950.6658309,963.174781,156.4738322
973,49,950.7540768,972.9032269,490.5848496
974,49,964.9428241,959.879276,25.63951957
975,49,942.1204695,962.9298441,433.0300709
976,49,937.2565261,987.5040831,2524.816992
977,49,948.0306268,954.2808421,39.06519042
978,49,944.4977032,954.1148787,92.49006332
979,49,946.248342,953.3939246,51.05935203
980,49,942.6769717,975.0238294,1046.319203
981,50,958.3519208,955.6593404,7.249988934
982,50,950.9259932,952.7648461,3.381379836
983,50,934.762141,977.8338111,1855.168769
984,50,951.8662137,957.0755399,27.13707892
985,50,942.3600728,945.5901274,10.43325256
986,50,962.5348517,974.2018008,136.1176994
987,50,947.8118575,972.7746791,623.1424623
988,50,953.2075256,945.5181694,59.12619871
989,50,951.3252921,972.3805205,443.3226431
990,50,936.7584428,948.9824147,149.4254897
991,50,965.7105404,968.9951309,10.78853483
992,50,939.832387,954.4143708,212.6342492
993,50,962.276931,945.0399837,297.1123498
994,50,953.4866271,956.6397632,9.942267033
995,50,946.6026756,952.6612745,36.7066202
996,50,938.8390044,959.8867485,443.007534
997,50,932.3257922,964.1484569,1012.681993
998,50,955.7001379,959.3436108,13.27489504
999,50,936.3426629,973.1649497,1355.8808
1000,50,944.87124,957.9465344,170.9633228
